용어,설명
"예비도로 [豫備道路, Alternate Route]",주도로 사용 불가시 이용하기 위해 준비된 도로 또는 어느 특정부대에 전적으로 할당되거나 특수소요를 위해 통제된 도로. 예비도로는 지휘관의 재량에 따라서 관제도로 또는 통제도로로서 운용될 수 있음.
"오염핵무기 [汚染核武器, Salted Weapon]",통상적인 방사능 무기보다 훨씬 더 많은 방사능 물질을 생성시키기 위하여 폭발시 중성자를 포착하는 부분품이나 동위원소 등을 정상적인 구성품에 부착하여 장치한 핵무기.
"완전명령 [完全命令, Complete Order]","지휘관에 의하여 부여되는 명령으로서 상황, 임무, 결심 및 계획 그리고 부대 전체의 협조된 행동을 보장하기 위한 구체적인 실행방법을 제시하는 명령."
"외부책략 [外部策略, External Stratagem]",국가전략을 수행하는 차원에서 분쟁지역의 문제를 범세계적인 여론에 호소하여 분쟁지역에 영향을 미치게 하는 것으로서 심리적 수단을 우선으로 하여 정치·경제·외교 및 군사적 제반조치가 동일목적에 지향시켜 국가행동의 자유영역을 최대한 보장하는 동시에 적을 강력히 억제함으로써 무력화시키는 전략임.
우든 밤 [wooden bomb],"완전하게 신뢰되고, 무한 보존이 가능하고, 동시에 특별한 취급이나 보관 또는 감시를 필요로 하지 않는 무기를 가상하는 개념."
"우발전쟁 [偶發戰爭, war by accident]","뜻하지 않은 우연한 원인(과오, 오해, 정보전달장치의 고장) 등으로 발발하는 전쟁."
"우주항공기 [宇宙航空機, Aerospace Craft]","항공우주, 특히 대기권 내에 어느 곳에서도 운용되도록 고안된 항공기."
"우회공격 [迂廻攻擊, turn]",적의 측방을 돌아서 그의 후방 또는 측방으로부터 공격하는 것.
"운용시험평가 [運用試驗評價, Operational Test]","소요군이 시제품에 대하여 각종 작전환경 또는 이와 동등한 조건에서 군 요구운영 능력 충족여부를 확인하고, 교리·편성·교육훈련·종합군수지원요소 등에 대한 적합성을 평가하는 것."
"원격조정정보 [遠隔調整情報, Telemetry Intelligence]",타국의 원격조정장비에 관한 사항을 감청처리 및 분석해서 얻은 기술 및 정보에 대한 지식.
"위진지 [僞陣地, Dummy Position]",적으로부터 주진지의 위치탐지를 거부하거나 진지위치와 무기수를 은폐시켜 주진지로 오인하여 공격하도록 기만하기 위한 허위진지.
"위치방위 표정장치 [位置方位標定裝置, Position and Azimuth Determining System]","야전포병용 및 신속측량용으로 자기위치좌표를 나타내는 방위측정장치. 현재 항공기, 원자력 잠수함, ICBM 등에서 위치결정 항법용으로 널리 사용되고 있는 관성항법장치의 원리를 차량 탑재형으로 만든 것으로 주행거리에 대해 약 0.1% 정도의 오차범위에서 시시각각의 위치좌표를 디지털로 표시 가능하며, 또한 방위각 측정의 정확도가 높은 장비."
"위치부표 [位置浮標, Position Buoy]","자기소해색의 끝단에 설치하여 소해구의 위치를 표시하고 기뢰폭발시 위치를 결정하는 데 도움이 되며, 함정간의 위치유지에도 도움이 되도록 설치된 부표."
"위험사격 [危險射擊, intimidating fire]",적을 위협하거나 사기를 저하시키기 위하여 지정 목표 또는 적이 있으리라고 보이는 지역에 사격 또는 포격하는 것.
"유동장애물 [流動障碍物, Dynamic Obstacle]","전투간 전술상황에 따라 긴급히 설치할 수 있는 장애물로서, 항공기나 야포 또는 로켓 발사기에 의해 설치할 수 있는 살포식 지뢰 등을 말함."
"유린공격 [蹂躪攻擊, Sweeping]",적 선두제대의 측후방을 신속하고 과감한 기동으로 공격하여 적을 격멸하고 공격기세를 약화시키는 방어시 공세행동의 일종임.
"유효수명 [有效壽命, service life]",특정형 장비 전체를 단위로 하여 그 장비형 자체가 육군보급계통 내에서 유지되는 기간.
"유효시정 [有效視程, Effective Visibility]","어떤 수색작전을 수행할 때 목표물을 볼 수 있는 평균거리로서 표적의 크기, 기상학적 시정 및 수색작전이 실시되는 고도에 따라 결정됨."
"은밀작전 [隱密作戰, Covert Operations]",배후의 정체를 은폐 또는 배후에서 적절히 부인하도록 계획하고 수행하는 작전. 이것은 작전의 은폐보다 오히려 배후의 정체를 은폐하는 데 중점을 두고 있는 점이 '비밀공작'과 상이함.
"음탐탐색 접촉군 [音探探索接觸群, Cluster]",기뢰위치 탐지에 있어서 음탐탐지기로 같은 구역을 수차 통과하여 기뢰가 100야드 이내에 3개 또는 그 이상 군집된 상태로 접촉되면 이를 탐색접촉군이라 하고 그 접촉군에 각각 번호를 붙인다. 또한 음탐탐색접촉군의 100야드 직경의 원을 그려 그 중심을 미확인 기뢰의 위치로 선정함.
"음향측정조정 [音響測定調整, Sound Ranging Adjustment]",아군의 포병사격을 그 포탄의 폭발음을 이용한 음향측정법을 적용하여 수정하는 것.
"의무기장 [醫務記章, medical badge]",지상전투에서 보병연대 또는 대대에 소속한 의무요원이 훌륭하게 그 근무를 수행하였음을 나타내는 것.
"이동관리 [移動管理, Movement Management]","수송이동소요를 최대한으로 충족시킬 수 있도록 수송능력을 경제적, 능률적, 효과적으로 사용하기 위하여 노정의 사용을 계획, 할당, 지시하고 운용을 협조, 통제 및 조정하는 것. 즉 현 가용 수송능력과 노정 범위내에서 계획하고 운용하는 것을 말함."
"이동보급소 [移動補給所, Mobile Supply Point]",통상 급속한 전술적 이동이 일어나는 상황하에서 어떤 특정한 전투부대를 지원하기 위하여 보급품 및 탄약을 차량 혹은 철도화차에 적재하여 즉시 이동이 가능한 보급소.
"이중선체 [二重船體, Double Hull]",1개의 압력선체 외부에 전체적으로 또 다른 1개의 비압력선체가 쌓여져 이루어진 잠수함 구조.
"일련번호 [一連番號, Serial Number]","함안이동간 통제를 용이하게 하기 위한 목적으로 사용되며, 일반적으로 상륙하는 상륙군의 단위부대와 기타 구성부대도 식별하는 데 편리한 수단이며, 숫자 또는 문자의 기호를 각 부대와 장비에 부여한 임의의 번호."
"일일방공훈련 [日日防空訓練, daily tracking exercises]","적의 공중 기습 도발에 대비한 방공 대응능력을 향상 발전시키기 위하여 실시하는 일일 방공훈련으로, 사전 지정된 항공기 또는 현 상공에 비행하는 항공기 항적을 가상 적기로 선택하여 지정된 유도탄 포대가 1일 1회 실시함."
"자동비행 통제체계 [自動飛行統制體系, Automatic Flight Control System]",1. 항공기나 미사일의 내부와 외부장치에 의하여 진로나 비행자세를 자동적으로 조정할 수 있는 모든 장비를 포괄한 체계. 2. 조종사가 목적지에 관한 첩보를 입력시 자동적으로 항공기가 원하는 방향으로 비행시키는 장치.
"자동할당-방공 [自動割當-防空, Automatic Allocation]","적성항적을 자동위협 평가하여 방어지역과 유도탄 교전지역을 판단함과 동시에 적성항적에 대한 속도, 방향, 반응시간을 고려하여 최적포대에 표적이 할당되는 작전수행상태. 주로 상급부대 지시가 있을 때나 대량항적에 대한 운용과 판단 및 능력초과시 실시함."
"자연처리법 [自然處理法, Natural Disposing]","제독방법의 일종으로 바람, 비, 습기, 흙, 물 등의 자연 제독제로서 시간경과에 따라 작용제를 파괴, 중화, 제거시키는 제독방법."
"자위권 [自衛權, Right of Self-Defense]","1. 국가 또는 테러단체 등의 현실적 무력공격에 의해 영토보존 등 영토관련 법익이 침해되고 피 침략국이 다른 구체수단에 호소할 수 없을 만큼 긴급한 경우, 최후의 구제수단으로서 국가들이 개별적으로 또는 집단적으로 무력사용을 할 수 있는 국제법상의 고유한 권리. 2. 국가 또는 국민에 대한 현실적 또는 급박한 불법침해가 있을 경우, 이를 배제..."
"작전적 기동력 [作戰的機動力, Operational Mobility]",군 부대가 주임무를 달성하기 위한 능력을 유지코자 작전전구의 지정된 한 장소에서 타 장소로 이동하는 능력과 특성을 의미함.
"목표유도소 [目標誘導所, target direction post]","1. 전술 항공 통제계통의 한 특징 요소로서, 항공 경보임무는 수행하지 않지만 모든 기상상태에서 사전에 결정된 표적의 좌표 또는 기타 지리적 위치에 아군기를 유도함. 2. 전술항공통제조직(tactical air control system)에 속하는 특..."
"목표포착 [目標捕捉, target acquistion]","1. 목표분석, 목표평가 및 무기사용을 위한 목표 발견, 식별 및 표정을 포함하는 전투정보의 일부. 2. 무기체계의 추적장치를 지정목표 추적 자세로 하는 것. 3. 효과적인 무기 사용을 위한 세밀한 표적탐지 및 식별 위치 확인."
"무기대여 [武器貸與, lease lend]",원조국이 피원조국에 자기 나라의 잉여 장비를 대여하여 주는 것.
"무기상자 [武器箱子, arms chest]",소화기를 보관 또는 운반하는데 사용되는 휴대용 상자.
"무기효과지수 [武器效果指數, Weapon Effectiveness Indices]","무기체계 자체의 객관적 가치를 정량화하기 위하여 각종 무기체계가 갖고 있는 고유의 특성, 즉 기동성, 화력, 생존성, 기타 특성별로 상대적 가중치를 부여하여 일반적인 상태에서 본 무기체계의 효과를 지수화한 값."
"무독연막 [無毒煙幕, harmless cloud]",독성이 없는 연막 작용제.
"무력전 [武力戰, fighting with arms]",군사력을 동원한 전쟁.
"무반향구역 [無反響區域, Blind Zone]",반향음을 수신할 수 없는 레이더 또는 전자대항장비의 구역으로서 보통 함상의 상부구조물 때문에 발생함.
"무선항공유도 [無線航空誘導, radio navigation guidance]","미리 결정된 항로에 대한 항로통제 기술로서 1개 이상 외부 송신기로부터 무선통신을 사용함으로써 요망되는 항로로 항공기, 미사일을 유도하는 것."
"무술 [武術, military arts]","협의로는 개인의 무도시굴, 넓은 뜻에서는 군사용병 기술."
"무음속도 [無音速度, quiet speed]",소리를 내지 않고 잠항하는 속도.
"물자보유목표 [物資保有目標, Objective Quantity of Reserve Material]",현행 작전의 지원을 유지하기 위하여 소요되는 최대량의 물자.
"민간방공훈련 [民間防空訓練, passive air defense exercise]","소극적 방책의 하나로 실시하는 대피, 소화, 구호 활동."
"민간인 출입통제선 [民間人出入統制線, Civilian Access Control Line]",군사작전상 민간인의 출입을 통제하기 위하여 설정(휴전선 남방 5~20㎞ 범위)한 선으로서 이 선의 북방 출입 또는 활동은 책임지역 군 부대장의 통제가 요구됨.
"밀집대형 [密集隊形, close order mass formation]",종대로 서 있는 부대들이 간격 없이 정렬한 중대급 이상의 대형 또는 비행편대.
"전력구조 [戰力構造, Force Structure]","전투력의 수단을 가장 효과적으로 구성함으로서 전투효율성을 극대화시키려는 작전적 기능의 통합편성, 즉 당면한 군사작전을 실행하는데 적합한 전투편성."
"전술 [戰術, Tactics]",1. 전투시 부대의 운용. 2. 아군 상호간 및(혹은) 적과 관련하여 부대의 모든 잠재력을 발휘하기 위한 질서 있는 부대배치(배열) 또는 기동. 3. 작전술 수준에서 설정된 목표달성을 위하여 가용한 전투력을 통합하여 적을 격멸하는 전투와 교전에서 적용하는 활동.
